COMMUNE;DCLT;Deux-roues motorisé;Marche à pied;Pas de transport (travail domicile);Transports en commun;Voiture, camion, fourgonnette;Vélo;TOTAL_FLUX
75056;75101;838.9741171;2114.3420509;697.2550055;12576.859920705529;828.579559258065;1214.4094718;18270.420125263594
75056;75102;985.3003381;2936.213179;749.3175835;14483.91172885373;759.4204969;1568.6967046;21482.86003095373
75056;75103;681.7367003;2634.0223257000002;1074.612915;7480.75716582;525.4054037;1276.0952246;13672.629735120001
75056;75104;342.3560247;769.8932512;19.1102736;6514.21168572196;336.56576371;776.3161954387316;8758.453194370692
75056;75105;406.4078037;1222.3966001287315;22.125269000000003;8137.870997985318;424.5546921;1555.839970915;11769.19533382905
75056;75106;784.5986627;2259.22264643613;1572.4567254;9543.680142019926;897.44466443;1352.6602610287316;16410.06310201479
75056;75107;1063.0778739467967;2930.6899768;2039.719603518065;14157.644824084724;1828.7642457;1401.8277292287316;23421.724253278317
75056;75108;2731.3878037;3739.3852533;124.2812451;31373.932822143594;3391.9152564;2361.55053861;43722.45291925359
75056;75109;1494.9420827;2419.9944621;65.7713217;22953.165708142024;995.7922077;2003.0029945;29932.668776842023
75056;75110;1451.484084;5464.5532019;1997.7572663;17971.215796829863;1285.3061529;2979.1008847;31149.417386629866
75056;75111;2077.4353133;6399.7258499;3021.9562445;21186.94038419926;2040.1361082;3727.896513;38454.09041309926
75056;75112;1271.5144333;5453.3544572;2490.0956469;25818.87387578099;2463.5678824437314;2921.404631618065;40418.81092724279
75056;75113;1414.4309724;7134.6901922;3031.3078343;31138.038318317438;3171.6063978;2860.858089;48750.93180401744
75056;75114;1079.5179527061948;5009.50974600125;2461.9645266097878;19842.740297146;1956.9925164810475;1948.6352833567967;32299.36032230108
75056;75115;2665.600731693593;9878.859893203731;3818.6399829;40019.16500938118;5041.999449102464;3396.434988678065;64820.70005495903
75056;75116;1725.8660611;3117.3383359;2296.9214777;19434.6905665;3037.3486577;1357.1225438;30969.2876427
75056;75117;2347.705407;6731.532687;3807.0032684;21892.7099486;3218.4699449;1707.9851609;39705.406416800004
75056;75118;1923.1973469;6794.5497676;3714.4682244;27346.5888986;2467.3988163;2650.4689902;44896.672044000006
75056;75119;1500.6863903;5505.8763871;2608.2625169;24048.0972284;3461.449754;2637.8017663;39762.174043
75056;75120;1445.3534508;4762.181342;2712.2628787;21554.1273518;2465.7196089;2130.8751306999998;35070.5197629
75056;77005;0.0;0.0;0.0;0.0;7.7728530000000005;0.0;7.7728530000000005
75056;77014;0.0;0.0;0.0;32.307054199999996;3.7778620000000003;0.0;36.084916199999995
75056;77018;0.0;0.0;0.0;2.9755709;4.768121900000001;0.0;7.743692800000001
75056;77037;0.0;0.0;0.0;2.835573;0.0;0.0;2.835573
75056;77053;0.0;0.0;3.569583;33.5986149;37.8649897;0.0;75.0331876
75056;77055;0.0;0.0;0.0;6.781978;5.865046;0.0;12.647024
75056;77058;0.0;0.0;0.0;95.4981345;66.03073;0.0;161.5288645
75056;77059;0.0;0.0;0.0;6.347995;5.5276440000000004;0.0;11.875639
75056;77061;0.0;0.0;0.0;0.0;3.5848704;0.0;3.5848704
75056;77083;2.73108;0.0;4.999996;505.82992409999997;52.9448806;11.854287;578.3601677
75056;77085;0.0;0.0;0.0;24.312427;16.860298;0.0;41.172725
75056;77095;0.0;0.0;0.0;0.0;1.860633;0.0;1.860633
75056;77108;0.0;0.0;0.0;179.0803673;52.1809779;3.242086;234.5034312
75056;77111;6.2800460000000005;0.0;0.0;368.8572792;74.5831419;3.165155;452.88562210000003
75056;77114;0.0;0.0;0.0;0.0;10.108454;0.0;10.108454
75056;77118;0.0;0.0;0.0;16.869368;18.711787;0.0;35.581155
75056;77121;0.0;0.0;0.0;8.491163799999999;24.7755304;0.0;33.2666942
75056;77122;0.0;0.0;0.0;14.061184;7.659569;0.0;21.720753000000002
75056;77123;3.113434;0.0;0.0;7.8088286;4.059867;0.0;14.9821296
75056;77131;0.0;0.0;0.0;39.226972;7.9525570000000005;0.0;47.179529
75056;77132;0.0;0.0;0.0;36.6051338;0.0;0.0;36.6051338
75056;77142;0.0;0.0;0.0;0.9843691;0.0;0.0;0.9843691
75056;77146;2.860886;3.325189;0.0;91.56981999999999;66.46042179999999;0.0;164.2163168
75056;77152;0.0;0.0;0.0;39.077811499999996;6.3451746;0.0;45.422986099999996
75056;77153;0.0;0.0;0.0;4.701836;3.6731551;0.0;8.374991099999999
75056;77155;0.0;0.0;0.0;3.392282;0.0;0.0;3.392282
75056;77169;0.0;4.550246;0.0;92.5252302;43.4603327;6.922824;147.4586329
75056;77171;0.0;0.0;0.0;1.9141279;1.954303;0.0;3.8684309
75056;77175;3.127847;0.0;0.0;0.7404017;14.861305999999999;0.0;18.729554699999998
75056;77181;2.751169;0.0;0.0;47.397627;38.9783716;0.0;89.1271676
75056;77183;0.0;0.0;0.0;5.7267505;9.293025;0.0;15.0197755
75056;77186;2.649323;0.9684747;0.0;124.0710132;30.6907556;0.0;158.37956649999998
75056;77215;0.0;0.0;0.0;7.061994;8.81971;0.0;15.881704000000001
75056;77237;0.0;0.0;0.0;27.0745593;31.518804799999998;0.0;58.5933641
75056;77243;0.0;0.0;0.0;52.8247249;29.2406689;0.0;82.0653938
75056;77251;2.874666;0.0;0.0;95.73718170000001;34.352293;0.0;132.96414070000003
75056;77257;0.0;0.0;0.0;11.344952;2.856503;0.0;14.201455
75056;77258;0.0;3.402168;0.0;169.0797455;52.4936819;0.0;224.97559539999997
75056;77268;0.0;0.0;0.0;24.077272;1.073572;0.0;25.150844
75056;77276;0.0;0.0;0.0;8.068529;0.0;0.0;8.068529
75056;77282;0.0;0.0;0.0;12.437633;5.971985;0.0;18.409618000000002
75056;77284;0.0;3.361585;0.0;286.1875314;69.2968395;0.0;358.84595590000004
75056;77285;0.0;0.0;0.0;21.864034;9.174682;0.0;31.038716
75056;77288;2.991262;2.992934;0.0;285.8212773;71.9186509;0.0;363.7241242
75056;77291;0.0;0.0;0.0;47.537821199999996;55.4572519;2.956423;105.9514961
75056;77294;3.278348;0.0;3.006437;94.5244965;71.1224375;0.0;171.931719
75056;77296;0.0;1.244219;0.0;247.4864019;64.2366713;0.0;312.9672922
75056;77305;0.0;0.0;0.0;0.9384016;10.9012868;0.0;11.8396884
75056;77306;0.0;0.0;0.0;29.3441347;11.894293000000001;0.0;41.2384277
75056;77307;0.7875592;0.0;0.0;76.6995024;19.007468199999998;0.0;96.49452980000001
75056;77316;0.0;1.095825;0.0;25.5541006;0.0;0.0;26.649925600000003
75056;77317;0.0;0.0;0.0;0.0;9.1383;0.0;9.1383
75056;77322;0.0;0.0;0.0;0.0;6.1276589999999995;0.0;6.1276589999999995
75056;77323;0.0;0.0;0.0;14.1780111;9.188569;0.0;23.3665801
75056;77327;0.0;0.0;0.0;3.551455;2.892763;0.0;6.444217999999999
75056;77330;0.0;0.0;0.0;4.8503799;12.787982999999999;0.0;17.638362899999997
75056;77333;0.0;0.0;0.0;9.198979;2.9082253;0.0;12.1072043
75056;77337;0.0;0.0;0.0;314.9344916;118.9266176;0.9499589;434.8110681
75056;77343;0.0;0.0;0.0;0.0;3.476209;0.0;3.476209
75056;77344;0.0;0.0;0.0;0.0;1.013731;0.0;1.013731
75056;77350;0.0;0.0;0.0;17.819974;37.688854;0.0;55.508827999999994
75056;77371;0.0;0.0;0.0;3.296953;0.0;3.296953;6.593906
75056;77373;0.0;1.013667;0.0;65.8036865;50.4003745;0.0;117.217728
75056;77379;0.0;0.0;0.0;15.7169844;36.0203274;0.0;51.7373118
75056;77382;0.0;0.0;0.0;0.0;3.406334;0.0;3.406334
75056;77384;0.0;0.0;0.0;64.900484;33.4049708;0.0;98.3054548
75056;77390;0.0;4.833333;0.0;104.3790166;34.2923134;0.0;143.504663
75056;77393;0.0;0.0;0.0;0.0;6.727349;0.0;6.727349
75056;77407;0.0;0.0;0.0;6.738424;7.9893027;0.0;14.7277267
75056;77430;0.0;0.0;0.0;6.473698;3.189463;0.0;9.663160999999999
75056;77431;0.0;0.0;0.0;3.8823786;7.482798;0.0;11.3651766
75056;77432;0.0;0.0;0.0;7.166502;3.17552;0.0;10.342022
75056;77438;3.637564;0.0;0.0;22.815278;30.8918641;0.0;57.344706099999996
75056;77442;0.0;0.0;0.0;3.986713;2.706879;0.0;6.693592
75056;77445;0.0;0.0;0.0;12.8641339;20.7824442;0.0;33.6465781
75056;77447;0.0;0.0;0.0;0.0;5.540258;0.0;5.540258
75056;77449;0.0;3.254349;0.0;184.8226779;53.6641647;0.0;241.74119159999998
75056;77450;0.0;0.0;0.0;5.716934;12.278385;0.0;17.995319000000002
75056;77459;0.0;0.0;0.0;2.830189;5.660378;0.0;8.490566999999999
75056;77463;0.0;0.0;0.0;0.0;3.670153;0.0;3.670153
75056;77464;0.0;0.0;0.0;2.289618;11.4968013;0.0;13.786419299999999
75056;77468;10.620701;0.0;0.0;106.0521355;27.8295176;0.0;144.5023541
75056;77470;0.0;0.0;0.0;19.1083156;9.663435;0.0;28.7717506
75056;77475;0.0;0.0;0.0;5.7674049;0.0;0.0;5.7674049
75056;77479;0.0;0.0;0.0;18.0601404;2.992934;0.0;21.0530744
75056;77487;0.0;0.0;0.0;6.9024019999999995;9.5122023;0.0;16.4146043
75056;77495;0.0;0.0;0.0;7.353344;3.242301;0.0;10.595645
